Column1.period;Column1.ideac_index;Column1.unemployment_rate;Column1.underemployment_rate
2018-03;101.38;3.86;20.63
2018-03;108.38;NA;19.93
   2018-03   ;105.15;4.79;17.75
2018-03;106.98;3.61;15.39
2018-03;106.38;3.53;18.6
14/03/2018;107.74;5.98;17.85
2018-03;103.17;5.83;21.94
   2018-03   ;95.65;6.21;20.97
2018-03;104.91;NA;18.14
   2018-03   ;99.2;3.71;16.41
2018-03;107.8;5.45;14.6
20/03/2018;105.06;3.57;18.72
2018-03;107.24;4.15;15.92
22/03/2018;113.92;NA;20.65
   2018-03   ;110.72;6.03;20.9
2018-03;115.06;3.43;20.11
   2018-03   ;104.04;NA;19.25
26/03/2018;107.71;4.82;14.81
2018-03;105.53;6.62;17.52
2018-03;106.56;6.57;14.92
2018-03;100.93;5.44;20.05
2018-03;107.51;4.58;15.91
2018-03;106.03;5.15;22.75
2018-04;101.98;5.64;20.72
2018-04;102.57;3.97;21.66
2018-04;103.52;4.17;22.93
2018-04;108.09;4.21;20.96
   2018-04   ;106.55;6.03;22.28
06/04/2018;109.38;6.61;20.03
2018-04;104.36;5.24;14.89
2018-04;104.03;5.8;21.09
2018-04;96.33;5.29;19.47
2018-04;104.88;3.98;20.53
2018-04;112.55;5.8;22.47
12/04/2018;108.44;4.59;17.53
2018-04;104.43;4.87;17.26
14/04/2018;109.23;4.73;15.09
   2018-04   ;106.38;4.51;22.53
2018-04;105.08;5;22.63
17/04/2018;105.39;4.43;18.45
2018-04;100.75;3.73;22.17
2018-04;102.84;4.28;18.71
20/04/2018;101.24;4.13;18.03
21/04/2018;102.17;6.14;18.85
2018-04;108.02;6.31;15.69
23/04/2018;108;4.68;21.84
   2018-04   ;110.7;3.49;14.67
2018-04;108.84;NA;18.32
2018-04;104.39;4.62;15.29
2018-04;102.58;4.5;17.31
2018-04;107.92;5.24;19.8
2018-04;106.83;5.74;18.18
30/04/2018;103.96;6.72;17.58
2018-05;102.3;5.7;16.28
2018-05;103.87;3.72;17.19
2018-05;103.47;6.79;21.58
2018-05;103.35;5.59;21.04
2018-05;108.37;4.65;22.02
2018-05;105.26;6.78;21.36
2018-05;104.11;6.47;16.19
2018-05;104.28;NA;17.27
2018-05;103.66;3.78;14.51
2018-05;104.37;3.52;19.47
2018-05;112.47;5.6;17.71
12/05/2018;109.77;4.75;19.95
2018-05;97.8;3.49;15.3
   2018-05   ;99.74;6.29;17.69
2018-05;103.19;NA;18.27
2018-05;104.94;5.17;16.71
2018-05;103.23;5.17;17.5
18/05/2018;112.19;4.67;21.37
2018-05;101.62;5.79;21.21
2018-05;99.05;NA;21.93
   2018-05   ;103.24;5.56;22.99
2018-05;100.46;6.54;15.37
2018-05;111.42;6.12;16.78
2018-05;107.68;6.13;18.23
2018-05;107.07;5.66;16.64
2018-05;109.06;5.57;21.88
2018-05;103.81;5.51;16.74
   2018-05   ;97.19;4.9;20.9
2018-05;102.08;5.38;19.65
30/05/2018;96.22;6.66;18
2018-05;112.89;6.69;17.52
2018-06;109.95;3.37;22.31
2018-06;106.54;6.79;20.99
2018-06;112.12;4.37;15.2
2018-06;108.8;5.93;17.2
2018-06;114.86;3.97;21.5
2018-06;99.96;NA;22.71
2018-06;98.66;5.98;21.62
2018-06;102.47;3.55;22.73
2018-06;102.04;6.43;15.47
2018-06;95.47;4.73;22.25
   2018-06   ;115.04;3.99;20.33
2018-06;102.88;3.35;21.65
2018-06;100.1;4.23;18.07
2018-06;101.84;5.58;22.71
2018-06;103.62;5;21.35
2018-06;107.05;3.62;22.48
2018-06;98.78;5.49;21.13
2018-06;97.45;5.27;14.68
2018-06;112.24;3.94;19.17
2018-06;112.87;4.18;22.18
21/06/2018;105.77;5.73;18.29
2018-06;109.02;5.35;15.47
2018-06;106.48;5;19.85
2018-06;104.59;4.38;15.18
2018-06;109.93;5.35;22.14
   2018-06   ;107.88;4.26;18.95
   2018-06   ;111.35;5.64;20.07
2018-06;106.84;6.67;20.48
29/06/2018;102.3;5.74;15.7
2018-06;103.26;4.19;19.45
2018-07;109.34;4.55;22.52
2018-07;104.19;4.5;22.24
03/07/2018;102.65;4.74;18.12
   2018-07   ;107.66;6.04;17.04
2018-07;106.99;3.74;16.29
2018-07;106.83;5.76;18.39
   2018-07   ;100.3;NA;18.43
2018-07;103.78;3.95;22.82
2018-07;104.1;4.96;17.05
10/07/2018;100.71;3.2;18.98
11/07/2018;104.07;4.13;20.63
12/07/2018;94.81;4.19;22.9
13/07/2018;107.39;5;15.25
2018-07;104.42;6.7;14.67
15/07/2018;100.55;6.77;21.13
   2018-07   ;109.69;4.33;18.09
17/07/2018;104.12;4.88;14.87
2018-07;105.76;6.59;20.22
2018-07;110.21;6.37;20.14
2018-07;108.49;3.83;20.41
2018-07;98.94;6.57;18.4
2018-07;103.88;6.19;16.72
2018-07;107.98;5.08;18.8
24/07/2018;104.15;3.67;19.76
   2018-07   ;113.23;6.21;16.03
   2018-07   ;97.67;3.22;19.31
   2018-07   ;102.93;5.79;20.44
2018-07;95.99;4.96;14.92
2018-07;113.82;3.54;16.28
30/07/2018;98.73;5.09;22.11
2018-07;104.67;5.09;17.68
   2018-08   ;102.84;5.03;20.08
2018-08;105.95;6.6;18.52
03/08/2018;101.58;5.93;18.57
2018-08;101.7;6.69;20.81
2018-08;96.22;3.98;20.45
2018-08;104.52;5.2;20
2018-08;107.83;4.66;19.19
08/08/2018;109.79;NA;22.07
2018-08;105.06;5.38;17.11
2018-08;109.77;5.88;16.56
2018-08;105.97;5.29;17.93
   2018-08   ;111.59;6.59;21.33
2018-08;106.68;3.49;15.67
2018-08;108.75;6.15;19.51
   2018-08   ;108.48;4.33;18.28
2018-08;98.99;4.63;19.54
2018-08;102.6;4.53;15.46
2018-08;108.37;3.33;21.31
2018-08;107.76;3.67;22.22
20/08/2018;108.67;5.24;18.37
2018-08;106.88;4.17;20.72
2018-08;103.3;5.53;19.42
23/08/2018;111.5;3.65;18.5
2018-08;116.37;NA;20.41
2018-08;108.24;4.06;16.95
   2018-08   ;99.96;3.65;19.13
2018-08;110.51;5.73;17.5
   2018-08   ;112.54;4.07;20.13
29/08/2018;107.98;3.43;17.42
30/08/2018;112.06;6.59;17.97
   2018-08   ;109.84;3.45;17.96
01/09/2018;103.44;6.01;15.57
2018-09;106.09;4.24;16.2
2018-09;108.11;3.72;21.66
04/09/2018;100.59;5.83;19.68
2018-09;97.76;4.34;17.6
2018-09;103.68;4.16;22.53
   2018-09   ;103.42;4.61;15.31
2018-09;103.41;3.3;18.7
2018-09;106.38;3.27;22.62
2018-09;106.66;6.47;17.5
2018-09;103.5;6.57;19.57
2018-09;107.29;3.47;22.93
   2018-09   ;106.03;5.88;16.28
2018-09;104.68;6.2;20.25
2018-09;109.2;6.57;21.97
2018-09;112.22;3.99;21.27
2018-09;101.58;5.8;19.99
2018-09;100.09;4.78;15.83
2018-09;108.86;3.62;15.83
2018-09;103.1;NA;20.79
2018-09;105.43;5.86;21.13
2018-09;104.56;4.25;20.47
2018-09;110.65;3.47;15.95
2018-09;100.76;3.24;19.9
2018-09;111.1;3.34;15.54
2018-09;112.38;5.4;20.4
27/09/2018;105.43;6.62;14.82
2018-09;102.83;4.65;16
2018-09;111.43;3.25;18.48
2018-09;110.59;4.44;21.97
2018-10;104;NA;22.82
   2018-10   ;105.69;5.13;17.63
   2018-10   ;107.1;4.55;20.32
2018-10;102.22;5.01;15.35
2018-10;101.3;4.74;15.5
2018-10;106.17;3.39;20.56
2018-10;106.31;4.9;15.41
08/10/2018;92.53;5.11;20.5
2018-10;103.4;4.48;21.98
2018-10;102.63;4.2;21.35
2018-10;105.41;3.34;22.09
2018-10;101.49;6.28;21.31
2018-10;101.07;6.51;22.66
14/10/2018;104.06;5.47;21.14
15/10/2018;102.21;5;17.71
2018-10;105.83;3.4;17.73
2018-10;102.9;6.2;22.31
2018-10;100.7;5.97;16.93
   2018-10   ;99.24;6.63;17.75
2018-10;104.74;5.68;22.76
2018-10;104.34;5.67;15.23
2018-10;105.07;5.69;16.35
2018-10;109.11;5.83;19.82
2018-10;100.16;5.76;22.46
   2018-10   ;107.78;4.89;17.12
2018-10;105.11;6.48;16.92
2018-10;108.69;5.79;21.73
2018-10;102.36;NA;19.86
2018-10;107.35;6.42;15.29
2018-10;105.84;6.47;18.5
2018-10;111.46;6.65;21.92
01/11/2018;107.52;4.86;18.11
2018-11;104.56;6.4;16.59
2018-11;109.51;4.4;20.76
2018-11;111.17;3.96;15.73
2018-11;109.28;4.07;18.11
2018-11;108.07;4.88;15.12
2018-11;103.08;4.17;16.91
08/11/2018;104.81;5.33;18.46
2018-11;100.45;3.31;15.25
2018-11;105.02;4.24;16.34
2018-11;109.31;4.15;18.42
2018-11;104.58;5.72;15.96
2018-11;102.42;4.56;17.65
2018-11;109.47;4.52;19.7
15/11/2018;107.27;4.98;18.21
2018-11;107.74;4.55;15.96
17/11/2018;104.99;5.24;18.91
2018-11;112;3.71;22.99
2018-11;103.5;6.79;16.91
2018-11;110.24;4.91;18.96
2018-11;102.56;4.6;21.86
2018-11;106.55;4.47;21.29
2018-11;109.26;6.62;16
   2018-11   ;105.33;4.74;16.15
   2018-11   ;111.83;5.31;20.1
2018-11;97.7;5.69;17.53
2018-11;100.13;4.27;21.57
2018-11;106.45;4.38;21.24
2018-11;103.23;6.22;22.48
   2018-11   ;97.72;3.48;18.74
2018-12;105.66;3.91;22.46
2018-12;107.2;6.43;19.21
2018-12;101.55;3.9;17.06
2018-12;109.09;4;19.35
2018-12;107.94;3.27;21.64
   2018-12   ;114.83;5.52;16.12
07/12/2018;105.43;3.92;21.72
2018-12;104.66;6.57;20.63
   2018-12   ;103.23;3.61;18.93
   2018-12   ;104.8;5.49;21.64
2018-12;109.63;6.17;20.99
2018-12;104.45;3.21;21.06
2018-12;102.78;NA;17.19
2018-12;106.26;6.32;19.52
2018-12;106.14;5.09;21.65
2018-12;104.68;6.11;22.26
17/12/2018;101.41;3.81;17.85
18/12/2018;104.37;4.43;15.18
2018-12;102.97;3.28;18.73
20/12/2018;100.63;3.54;15.39
21/12/2018;105.85;NA;18.59
2018-12;111.8;3.95;22.29
2018-12;106.95;5.3;18.36
2018-12;110.24;5.55;19.95
25/12/2018;100.25;NA;15.16
2018-12;105.21;6.1;16.16
27/12/2018;108.8;6.79;15.09
2018-12;103.13;5.64;17.34
2018-12;104.51;5.22;21.03
2018-12;106.72;4.52;15.8
2018-12;98.64;4.42;16.14
2019-01;96.38;3.22;20.46
2019-01;104.51;5.31;19.33
2019-01;99.15;5.5;16.51
   2019-01   ;104.99;4.75;16.5
05/01/2019;111.19;4.76;22.29
2019-01;108.76;4.9;21.71
2019-01;107.71;4.34;19.25
2019-01;110.84;5.51;19.47
2019-01;103.48;6.43;22.6
2019-01;103.64;4.67;17.84
2019-01;104.81;4.46;17
2019-01;108.05;3.93;17.76
2019-01;111.19;4.76;17.96
2019-01;104.04;5.91;20.93
   2019-01   ;119.65;6.59;19.79
2019-01;114.42;4.3;22.02
2019-01;103.09;5.37;16.66
   2019-01   ;103.51;4.33;17.13
2019-01;105.22;5.83;22.47
2019-01;103.48;6.12;22.77
2019-01;101.38;5.63;19.38
2019-01;111.42;4.01;20.28
   2019-01   ;106.48;3.61;21.27
2019-01;107.07;6.21;22.45
2019-01;99.71;3.64;16.38
2019-01;99.53;5.03;21.02
27/01/2019;106.34;6.52;17.54
2019-01;108.5;3.27;20.36
2019-01;109.65;6.05;15.32
2019-01;103.96;6.29;18.41
2019-01;104.86;6.01;19.43
2019-02;99.9;5.31;18.55
2019-02;99.97;6.37;19.25
2019-02;100.37;3.39;17.27
2019-02;104.68;4.25;21.93
2019-02;109.56;3.27;21.88
2019-02;110.86;4.63;19.69
2019-02;106.68;4.36;21.07
08/02/2019;110.77;6.07;16.16
2019-02;105.59;5.91;18.48
2019-02;96.11;3.53;22.96
2019-02;110.79;4.63;19.09
2019-02;103.92;6.31;22.51
2019-02;103.05;NA;22.2
   2019-02   ;98.86;4.97;22.04
2019-02;108.16;5.54;20.33
2019-02;109.55;3.66;17.79
2019-02;105.35;4.32;17.97
18/02/2019;105.4;6.21;15.94
19/02/2019;114.92;6.71;16.74
20/02/2019;95.74;4.72;14.68
21/02/2019;94.61;5.98;22.95
   2019-02   ;105.23;4.31;15.11
2019-02;103.93;6.63;16.44
2019-02;104;5.28;22.4
2019-02;105.25;3.6;21.17
2019-02;107.47;5.39;19.08
2019-02;99.74;5.66;14.56
2019-02;111.18;6.18;17.15
2019-03;108.3;6.07;16.26
02/03/2019;100.33;4.68;17.19
2019-03;98.88;3.87;21.12
2019-03;104.77;5.58;18.15
2019-03;101.95;4.01;18.62
2019-03;101.85;5.31;15.79
07/03/2019;99.38;6.18;18.24
08/03/2019;107.69;4.01;17.68
   2019-03   ;102.67;6.23;16.67
2019-03;104.4;4.39;19.59
2019-03;99.45;4.92;17.44
12/03/2019;107.53;6.76;17.43
2019-03;103.14;6.47;22.65
   2019-03   ;102.85;4.05;20.56
2019-03;101.98;5.7;15.79
2019-03;103.77;6.63;21.45
2019-03;97.62;6.45;22.32
2019-03;106.39;4.83;18.46
2019-03;111.02;3.99;20.94
2019-03;99.51;NA;20.01
2019-03;105.2;6.18;19.81
2019-03;107.34;4.91;16.77
2019-03;100.56;6.2;17.74
2019-03;102.56;3.9;19.67
2019-03;111.74;4.42;17.66
2019-03;102.8;4.49;22.06
2019-03;107.4;3.26;19.45
2019-03;106.1;3.52;20.37
2019-03;101.87;3.27;18.04
30/03/2019;106.57;3.78;16.48
2019-03;109.42;4.58;16.74
2019-04;107.74;6.2;18.53
2019-04;101.55;5.05;16.66
2019-04;103.49;4.28;20.05
2019-04;100.39;5.63;22.73
2019-04;104.29;3.83;20.02
2019-04;101.87;6.79;21.82
2019-04;107.15;5.86;15.85
2019-04;101.67;6.48;19.2
2019-04;105.42;5.32;21.84
2019-04;104.22;4.15;20.58
2019-04;101.38;5.62;15.95
12/04/2019;101.35;5.53;19.71
2019-04;109.89;3.95;18.92
2019-04;106.82;3.33;18.34
15/04/2019;99.77;4.29;17.31
2019-04;103.65;5.74;21.94
2019-04;100.84;5.77;17.04
2019-04;100.17;5.56;21.24
2019-04;100.08;5.07;22.31
20/04/2019;111.16;6.01;20.8
2019-04;106.88;5.86;15.16
2019-04;99.69;4.68;19.77
2019-04;108.74;4.51;14.52
2019-04;103.18;6.67;18.32
2019-04;112.03;4.57;19.85
2019-04;106.58;3.89;21.81
2019-04;109.57;5.45;18.6
2019-04;106.03;4.7;21.37
2019-04;103.48;3.59;16.08
2019-04;103.83;6.01;21.78
2019-05;109.78;5.81;16.12
   2019-05   ;98.25;3.21;19.04
03/05/2019;100.66;4.43;15.9
2019-05;100.98;4.92;19.45
2019-05;103.59;4.68;18
2019-05;109.35;3.7;18.13
2019-05;110.66;4.47;20.9
2019-05;103.05;5.58;17.99
   2019-05   ;106.19;5.42;20.26
2019-05;102.28;6.76;18.09
2019-05;109.28;4.85;19.88
   2019-05   ;108.27;5.7;19.57
2019-05;111.65;3.77;21.12
2019-05;99.35;5.37;22.31
2019-05;99.02;4.16;17.52
16/05/2019;105.16;6.32;14.65
2019-05;104.13;3.48;22.17
2019-05;107.27;5.1;21.84
2019-05;105.55;4.1;14.99
2019-05;101.64;5.74;22.97
2019-05;109.44;4.35;22.31
22/05/2019;101.38;4.2;21.83
2019-05;106.01;6.34;19.7
2019-05;106.56;5.75;16.34
25/05/2019;102;4.81;19.39
   2019-05   ;103.6;6.6;16.25
2019-05;107.65;4.68;20.15
2019-05;109.32;6.59;17.41
2019-05;108.25;6.34;20.82
2019-05;97.82;4.45;16.72
2019-05;108.77;5.24;17.16
2019-06;106.69;4.62;19.63
2019-06;93.3;4.59;20.51
2019-06;104.54;6.75;15.11
   2019-06   ;107.26;6.31;21.59
2019-06;109.11;5.35;16.51
2019-06;105.26;4.58;20.49
   2019-06   ;105.57;4.33;17.42
2019-06;108.56;NA;18.24
2019-06;101.76;6.01;20.52
2019-06;101.34;3.71;20.76
2019-06;108.65;6.67;21.63
2019-06;106.84;3.35;22.33
2019-06;103.92;5.65;21.49
2019-06;96.3;4.27;19.71
   2019-06   ;105.56;4.58;18.37
2019-06;112;5.86;17.91
2019-06;104.65;6.54;16.95
2019-06;104.06;6.05;21.18
2019-06;106.89;NA;21.85
2019-06;103.9;5.48;15.98
   2019-06   ;105.82;3.79;18.23
2019-06;106.24;6.67;21.85
2019-06;101.29;6.54;21.65
2019-06;104.3;5.67;19.01
2019-06;106.83;4.97;17.25
2019-06;107.82;3.28;16.05
2019-06;110.91;5.17;21.63
28/06/2019;110.18;3.29;20.47
29/06/2019;103.86;3.24;16.23
2019-06;99.98;4.84;16.73
2019-07;106.06;6.74;14.72
2019-07;109.55;6.71;16.97
2019-07;109.47;6.27;15.09
2019-07;100.22;4.11;17.26
2019-07;107.07;4.88;19.87
2019-07;99.01;4.74;21.93
2019-07;104.53;4.28;21.23
08/07/2019;110.84;4.28;17.99
2019-07;105.43;5.81;22.03
2019-07;107.38;5.91;21.9
2019-07;108.3;6.13;22.32
2019-07;115.31;NA;21.32
13/07/2019;101.57;4.24;15.67
2019-07;101.81;4.13;22.87
15/07/2019;100.63;6.33;16.09
2019-07;109.91;4.21;22.46
2019-07;105.6;3.79;17.33
2019-07;102;NA;18.48
   2019-07   ;106.14;5;21
2019-07;106.38;6.26;15.7
2019-07;106.59;5.13;17.47
2019-07;104.54;3.27;16.45
2019-07;99.84;3.99;18.25
2019-07;102.73;6.05;18.26
2019-07;99.82;6.37;22.56
2019-07;105.56;4.36;21.62
2019-07;99.55;4.83;15.54
2019-07;106.13;NA;16.95
29/07/2019;112.11;5.08;22.54
2019-07;98.71;5.38;15.14
2019-07;99.42;5.99;20.59
2019-08;105.56;4.77;20.13
02/08/2019;113.98;3.61;21.41
   2019-08   ;103.32;5.69;18.72
2019-08;103.69;4.39;14.57
2019-08;105.6;5.77;16.71
2019-08;106.05;6.31;21.96
   2019-08   ;101.04;5.16;21.77
2019-08;107.61;3.83;21.81
09/08/2019;101.57;6.52;16.82
10/08/2019;105.8;6.27;14.54
2019-08;103.47;5.39;21.1
2019-08;109.24;3.24;17.25
2019-08;102.79;4.09;22.55
2019-08;104.17;4.99;22.81
2019-08;106.56;5.9;22.36
2019-08;106.23;3.8;20.86
2019-08;109.43;6.28;20.1
18/08/2019;107.59;4.52;20.35
2019-08;105.32;NA;20.84
2019-08;103.44;4.88;15.29
2019-08;106.3;5.25;15.87
22/08/2019;102.15;3.62;15.54
2019-08;101.77;5.59;22.2
2019-08;101.39;4.6;21.63
2019-08;104.53;6.23;17.21
2019-08;108.68;5.64;22.11
2019-08;102.51;6.1;16.39
2019-08;105.63;4.86;19.02
2019-08;111.85;3.42;19.21
2019-08;106.4;4.75;20.47
2019-08;105.84;4.69;14.99
01/09/2019;107.7;5.9;16.77
2019-09;108.48;NA;21.03
2019-09;105.01;6.08;16.12
2019-09;105.7;4.51;20.26
2019-09;102.94;5.7;19.64
2019-09;103.37;5.12;21.96
07/09/2019;114.66;5.78;18.51
2019-09;107.48;5.33;15.45
2019-09;100.61;3.23;15.66
2019-09;105.52;4.75;21.19
2019-09;105.9;4.87;20.78
2019-09;106;5.04;19.57
2019-09;117.6;6.65;14.58
2019-09;106.39;4.99;20.34
15/09/2019;109.51;5.04;15.96
   2019-09   ;97.28;4.66;19.72
2019-09;108.06;3.98;18.74
2019-09;109.33;5.16;16.92
2019-09;102.56;3.67;19.27
2019-09;116.88;6.2;17.24
2019-09;109.55;4.96;16.76
   2019-09   ;103.29;5.36;16.98
2019-09;105.3;5.84;21.75
2019-09;103.14;3.82;16.34
25/09/2019;101.48;5.28;20.21
2019-09;109.36;3.26;16.39
2019-09;101.93;6.45;20.12
2019-09;100.71;4;20.05
2019-09;108.49;5.04;15.47
2019-09;111.09;6.76;21.1
01/10/2019;104.46;4.06;15.41
2019-10;99.71;6.76;16.75
   2019-10   ;107.7;3.85;18.98
2019-10;102.5;3.35;18.55
2019-10;103.57;5.02;22.5
2019-10;120.39;5.88;22.58
2019-10;108.77;5.08;15.66
2019-10;110.51;6.52;15.89
09/10/2019;98.69;6.57;16.51
2019-10;100.43;4.21;17.22
2019-10;109.66;5.92;19.46
2019-10;111.12;6.46;15.37
2019-10;107.61;5.58;18.28
2019-10;105.44;6.26;16.33
   2019-10   ;101.48;4.02;20.19
2019-10;105.72;5.69;17.73
2019-10;102.61;4.44;16.57
2019-10;100.21;5.08;21.26
2019-10;96.31;4.29;14.67
20/10/2019;100.23;4.79;21.32
2019-10;98.39;3.45;14.66
2019-10;103.98;6.79;20.05
23/10/2019;111.61;4.85;20.88
24/10/2019;102.34;6.23;18.46
2019-10;96.64;4.14;16.12
   2019-10   ;103.51;NA;19.42
   2019-10   ;99.64;5.87;21.39
   2019-10   ;108.81;3.57;22.02
   2019-10   ;111.86;6.02;19.3
2019-10;100.95;6.41;19.16
2019-10;108.2;3.22;20.28
01/11/2019;114.12;3.88;21.34
02/11/2019;109.69;5;18.36
2019-11;103.49;4.43;16.26
2019-11;109.3;6.18;21.89
2019-11;106.46;5.92;15.88
2019-11;104.57;6.51;22.93
2019-11;103.81;NA;20.15
2019-11;108.47;6.07;17.53
2019-11;102.4;NA;16.44
2019-11;107.5;3.69;19.14
2019-11;105.49;3.71;20.6
12/11/2019;107.71;5.44;17.86
2019-11;108.62;5.67;20.88
2019-11;99.61;6.06;15.78
2019-11;104.02;5.43;21.17
2019-11;100.16;3.28;19.77
2019-11;103.9;4.1;16.24
18/11/2019;111.15;3.69;19.75
2019-11;107.75;5.64;15.5
2019-11;103.87;4.04;22.51
2019-11;107.39;4.27;18.05
2019-11;103.14;4.52;21.39
2019-11;104.27;4.98;22.11
2019-11;100.7;4.21;16.51
2019-11;104.54;5.5;22.54
2019-11;103.97;6.49;17.57
   2019-11   ;103.69;5.72;21.77
28/11/2019;108.7;3.33;16.61
2019-11;111.16;3.32;16.7
   2019-11   ;111.06;4.85;20.99
2019-12;112.66;5.93;16.45
2019-12;104.57;4.42;18.74
2019-12;109.03;4.91;21.57
2019-12;96.89;3.32;21.12
   2019-12   ;99.47;3.21;17.23
2019-12;111.33;4.42;17.7
2019-12;114.7;3.47;17.88
2019-12;105.27;5.58;20.41
09/12/2019;107.23;4.36;19.37
10/12/2019;104.42;5.8;19.81
11/12/2019;106.09;4.99;22.84
   2019-12   ;103.8;5.83;20.59
2019-12;108.49;5.6;15.91
2019-12;105.75;4.16;19.27
15/12/2019;94.15;3.81;19.41
2019-12;107.55;4.58;19.77
2019-12;100.75;5.16;22.45
2019-12;109.28;5.02;22.77
19/12/2019;104.82;6.48;20.21
2019-12;105.71;6.05;18.47
2019-12;111.55;4.26;14.63
2019-12;103.41;6.44;16.69
2019-12;102.98;6.73;16.01
24/12/2019;105.49;5.44;14.69
2019-12;109.84;6.25;20.99
2019-12;111.04;4.79;22.26
2019-12;100.53;3.71;14.95
2019-12;102.35;4.81;17.32
2019-12;95.25;5.9;15.94
   2019-12   ;111.41;4.9;21.72
2019-12;102.31;6.47;14.66
2020-01;106.8;6.06;18.71
2020-01;104.53;4.31;16.23
2020-01;108.89;6.35;19.47
04/01/2020;98.75;5.27;22.2
2020-01;106.14;5.4;16.91
   2020-01   ;104.03;5.36;15.09
2020-01;104.57;6.46;22.16
2020-01;101.65;4.02;18.62
09/01/2020;108.11;4.37;17.58
2020-01;105.61;5.51;15.21
2020-01;107.76;3.58;19.75
2020-01;103.38;5.83;19.41
2020-01;110.87;3.59;15.86
   2020-01   ;102.3;6.31;21.68
2020-01;104.64;6.1;20.3
2020-01;107.88;6.59;17.47
2020-01;97.22;4.53;15.18
2020-01;105.25;NA;20.81
2020-01;108.49;4.38;18.17
2020-01;101.8;3.76;20.28
2020-01;97.1;3.23;21.22
2020-01;111.23;4.58;21.57
2020-01;108.19;3.46;15.15
2020-01;104.7;6.4;22.16
2020-01;101.36;5.81;15.58
2020-01;104.24;4.93;18.92
   2020-01   ;107.72;5.41;19.55
2020-01;105.55;5.81;14.74
2020-01;100.52;5.64;16.12
2020-01;96.04;4.52;22.16
2020-01;105.1;3.54;21.78
2020-02;110.68;3.49;22.62
2020-02;108.36;3.25;20.57
2020-02;112.43;6.63;17.37
04/02/2020;107.23;4.42;18.78
2020-02;102.89;6.54;20.04
2020-02;101.76;4.29;19.02
2020-02;96.76;3.68;22.72
   2020-02   ;105.62;5.79;18.66
2020-02;107.15;6.09;21.74
2020-02;103.77;5.24;18.89
2020-02;106.05;3.94;16.28
2020-02;99.45;5.44;21.78
2020-02;108.59;5.93;17.95
2020-02;109.86;4.84;22.8
2020-02;108.33;4.97;20.25
2020-02;103.96;4.91;15.85
2020-02;103.57;4.3;17.79
2020-02;101.51;5.97;20.61
2020-02;106.1;4.83;17.95
   2020-02   ;104.33;4.95;16.41
21/02/2020;105.21;5.84;18.57
2020-02;108.83;3.51;17.66
   2020-02   ;102.31;3.9;18.19
2020-02;110.34;4.81;18.34
25/02/2020;102.25;3.25;21.16
2020-02;101.74;5.02;17.33
2020-02;109.29;3.96;15.66
2020-02;108.92;3.99;20.99
2020-02;110.42;4.08;18.82
2020-03;102.43;3.48;18.81
2020-03;114.87;5.06;17.59
2020-03;99.76;6.44;18.65
2020-03;102.41;6.43;19.37
05/03/2020;107.08;6.08;18.02
2020-03;106.95;6.17;21.84
   2020-03   ;108.7;4.11;16.92
08/03/2020;106.69;5.57;20.07
2020-03;105.57;3.91;17.7
2020-03;105.88;6.44;22.34
2020-03;102.95;5.73;20.34
2020-03;109.83;6.42;20.6
2020-03;99.06;4.3;16.36
2020-03;100.88;6.33;18.06
2020-03;110.57;3.42;19.01
2020-03;101.59;3.43;22.85
2020-03;101.89;4.96;20.54
18/03/2020;97.26;4.58;17.33
   2020-03   ;105.25;6.36;19.99
   2020-03   ;102.4;3.66;14.93
2020-03;98.79;5.93;21.46
2020-03;107.11;5.41;18.12
2020-03;102.29;6.13;15.65
2020-03;106.91;5.98;15.91
2020-03;101.97;5.23;16.93
   2020-03   ;105.34;5.25;18.64
2020-03;99.14;3.43;15.74
2020-03;113.15;5.01;18.7
2020-03;104.19;6.7;16.12
   2020-03   ;102.04;4.5;22.92
   2020-03   ;103.81;4.22;22.88
2020-04;109.49;3.88;22.61
2020-04;103.85;4.82;16.54
03/04/2020;104.93;3.63;22.94
04/04/2020;107.44;3.94;14.99
2020-04;102.5;5.26;18.19
06/04/2020;108;4.41;18.67
2020-04;105.75;6.21;19.3
2020-04;101.92;6.44;22.31
2020-04;104.51;NA;18.65
2020-04;109.6;6.66;20.05
2020-04;107.91;3.81;18.15
12/04/2020;100.34;6.64;15.9
2020-04;104.08;5.56;16.44
2020-04;101.58;4.65;16.67
2020-04;102.79;5.66;19.36
2020-04;106.4;4.32;18.36
2020-04;109.22;4.46;21.94
2020-04;108.67;6.3;19.88
2020-04;108.16;3.64;18.9
2020-04;105.46;3.47;16.36
21/04/2020;104.36;5.66;15.99
   2020-04   ;109;3.56;20.32
   2020-04   ;110.99;5.89;22.94
2020-04;100.58;6.23;17.8
2020-04;101.62;6.34;18.59
2020-04;104.19;4.27;16.6
2020-04;101.86;5.6;19.06
   2020-04   ;103.35;6.6;21.9
2020-04;105.66;3.61;19.05
   2020-04   ;105.73;6.57;22.57
01/05/2020;111.38;6.36;16.71
02/05/2020;100.71;6.19;21.48
2020-05;102.66;4;17.36
   2020-05   ;104.61;6.17;20.86
05/05/2020;103.57;3.36;19.73
2020-05;96.78;4.73;20.77
2020-05;106.71;3.45;22.13
2020-05;106.57;4.16;20.48
2020-05;105.55;5.28;16.17
2020-05;102.4;3.47;20.78
2020-05;113.42;4.93;15.65
2020-05;98.43;4.58;18.14
2020-05;108.1;6.02;17.23
